validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,,,,,,,,,,,,
True,Geeseytown Community Fire Company,Fire Department,"215 Mary Street, Hollidaysburg, Pennsylvania 16648, United States",https://www.facebook.com/Geeseytown-Community-Fire-Company-1531587100412091/,"Friday Mar 8 from 3:00 PM to 7:00 PM, Friday Mar 15 from 3:00 PM to 7:00 PM, Friday Mar 22 from 3:00 PM to 7:00 PM, Friday Mar 29 from 3:00 PM to 7:00 PM, Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM","Fridays of Lent, 3-7 ",,"Baked or fried Haddock
Macaroni and cheese
Choice of French fries or Scallop potatoes
Choice of Harvard beets or stewed tomatoes
Coleslaw
Dessert
Drink (eating in)

$11.00 adults
$6.00 kids (10 and under)",,(814) 695-8003,,,True,,False,,True,,40.450352,-78.345659,,,,,,,,,,,,
True,"Prince of Peace, South Side  - Ash Wednesday and Good Friday only",Church,"81 S. 13th St. Pittsburgh, PA",http://www.princeofpeacepittsburgh.org/,"Wednesday Mar 6 from 11:00 AM to 6:30 PM, Friday Apr 19 from 11:00 AM to 6:30 PM","ASH WEDNESDAY AND GOOD FRIDAY ONLY. The Prince of Peace Christian Mothers & Women's Guild will sponsor a Fish Fry at the Prince of Peace Parish Center (81 S. 13th St., 15203). ",,"Crab Cake or Fish Dinners (baked or fried) - $9.00. Crab Cake or Fish Sandwich (baked or fried) with coleslaw or applesauce--$6.00. Pierogies--3/$2.50, or $7.00/dozen frozen.",,412-481-8380,,,True,,,,True,,40.428951,-79.985145,,,,,,,,,,,,
False,"Transfiguration St. Victor, Bairdford",Church,"527 Bairdford Road Bairdford, PA",http://www.stvictors.org/,"Friday Mar 8 from 12:00 PM to 7:00 PM, Friday Mar 15 from 12:00 PM to 7:00 PM, Friday Mar 22 from 12:00 PM to 7:00 PM, Friday Mar 29 from 12:00 PM to 7:00 PM, Friday Apr 5 from 12:00 PM to 7:00 PM, Friday Apr 12 from 12:00 PM to 7:00 PM, Friday Apr 19 from 12:00 PM to 7:00 PM",,https://uploads.weconnect.com/mce/a4c36ded9dbf60a5a9dceb0d0a1e3b17ac92f8cf/2017%20FF%20Menu.pdf,,,724-265-4017,,,True,,True,,False,,40.633742,-79.873401,,,,,,,,,,,,
True,Connellsville Twp. VFD,Fire Department,"905 Fireman Street, Connellsville, Pennsylvania 15425, United States",https://www.facebook.com/Connellsville-Township-VFD-564084873610128/,"Wednesday Mar 6 from 11:00 AM to 2:00 PM, Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 8 from 11:00 AM to 2:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 11:00 AM to 2:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 11:00 AM to 2:00 PM, Friday Mar 29 from 11:00 AM to 2:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 11:00 AM to 2:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 11:00 AM to 2:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 11:00 AM to 2:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM",Lunch 11 a.m. to 2 p.m. and dinner 4 p.m.  to 7 p.m. every Friday of Lent including Ash Wednesday and Good Friday. ,https://www.facebook.com/564084873610128/photos/a.666221240063157/2333286270023304/?type=3&theater,"Choice of dinner with cake and tea included for $10. Dinner options include 1. Fish, Mac and Cheese, coleslaw and dinner roll; 2. fish, fries, coleslaw and roll; 3. chicken strips, fries, coleslaw and roll; 4. chicken strips, mac and cheese and roll. Sides include pierogies (3 for $3), haluski ($2), mac and cheese ($2), fish sandwich ($8), chicken strips ($5), fries ($3), coleslaw ($1), drinks ($1). ",,724-628-0900,,,True,,True,,True,,40.02847,-79.58451,,,,,,,,,,,,
True,"St. Fidelis, Butler",Church,"125 Buttercup Road, Butler, Pennsylvania 16001, United States",,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",,,"Dinner: choice of fried or baked fish; scalloped potatoes or french fries, green beans, cole slaw, bread and beverage. Cost is $11 for adults, $5 for child and free for children under age 2. ",Guests dining in should use upper CCD building doors. Guests in need of handicap access and with takeout order should use center parish hall doors./,724-355-6690,,,False,,False,,True,,40.847453,-79.971124,,,,,,,,,,,,
True,Penn Hills Bar and Grill,Restaurant,"11507 Frankstown Road, Pittsburgh, Pennsylvania 15235, United States",,"Friday Mar 8 from 11:00 AM to 11:00 PM, Friday Mar 15 from 11:00 AM to 11:00 PM, Friday Mar 22 from 11:00 AM to 11:00 PM, Friday Mar 29 from 11:00 AM to 11:00 PM, Friday Apr 5 from 11:00 AM to 11:00 PM, Friday Apr 12 from 11:00 AM to 11:00 PM, Friday Apr 19 from 11:00 AM to 11:00 PM",Please contact the restaurant for details.,,,,(412) 241-2218,,,,True,True,,True,,40.465289,-79.831279,,,,,,,,,,,,
False,Rene's,Restaurant,"1030 Fifth Avenue East McKeesport, PA",http://www.renesrestaurant.net/,"Friday Apr 5 from 11:00 AM to 10:00 PM, Friday Mar 22 from 11:00 AM to 10:00 PM, Friday Apr 19 from 11:00 AM to 10:00 PM, Friday Apr 12 from 11:00 AM to 10:00 PM, Friday Mar 29 from 11:00 AM to 10:00 PM",,,"Full Lenten menu, including 1-lb fish sandwich: http://www.renesrestaurant.net/?page_id=202",,412-823-9544,,,True,True,True,,False,312,40.383,-79.810268,,,,,,,,,,,,
True,Hills Restaurant,Restaurant,"107 Main St, New Eagle, PA 15067",https://www.hills-restaurant.com,"Friday Mar 8 from 10:00 AM to 8:00 PM, Friday Mar 15 from 10:00 AM to 8:00 PM, Friday Mar 22 from 10:00 AM to 8:00 PM, Friday Mar 29 from 10:00 AM to 8:00 PM, Friday Apr 5 from 10:00 AM to 8:00 PM, Friday Apr 12 from 10:00 AM to 8:00 PM, Friday Apr 19 from 10:00 AM to 8:00 PM, Wednesday Mar 6 from 10:00 AM to 7:30 PM"," Fresh Hand Breaded Haddock, Tuna Salad, Cabbage and Homemade Dumplings, Homemade Mac and Cheese, Salmon Patties, Lobster Bisque, Shrimp n a Basket, fisherman's platter, fish sandwich, and lots more.",https://www.hills-restaurant.com/menus,,,724-258-5422,,False,,False,True,,True,,40.206987,-79.940977,,,,,,,,,,,,
False,St. Luke,Church,421 East 38th Street. Erie PA,http://www.slserie.org/,"Friday Mar 29 from 5:00 PM to 7:00 PM, Friday Mar 15 from 5:00 PM to 7:00 PM, Friday Mar 8 from 5:00 PM to 7:00 PM, Friday Mar 22 from 5:00 PM to 7:00 PM","Takeout available after 5pm. 50-50 and Gift Basket Raffle. Hosted by the Knights of Columbus, Msrg. Robert D Goodill Council 11229",,Fish Dinner - 10. Captains Platter - 12 Shrimp Basket - 7,St Luke Cafe,814-825-7105 ,,False,True,False,False,,False,60,42.105262,-80.057136,,,,,,,,,,,,
True,Hookstown Volunteer Fire Department,Fire Department,"102 Silver Slipper Rd Hookstown, Pennsylvania",https://www.facebook.com/hookstownvfd/,"Friday Mar 8 from 4:30 PM to 7:00 PM, Friday Mar 15 from 4:30 PM to 7:00 PM, Friday Mar 22 from 4:30 PM to 7:00 PM, Friday Mar 29 from 4:30 PM to 7:00 PM, Friday Apr 5 from 4:30 PM to 7:00 PM, Friday Apr 12 from 4:30 PM to 7:00 PM, Friday Apr 19 from 4:30 PM to 7:00 PM","Take out available, Debit & Credit Cards Accepted",https://www.facebook.com/events/774333966263340/,"Fried/Baked Fish Dinner w/2 sides $10, Fried Chicken Dinner w/2 sides $9, Shrimp Dinner w/2 sides $9, Fish Sandwich $8, Fish on a Dish $7, Pierogi Dinner (6) w/1 side $5. Sides:  Homemade Coleslaw, Homemade Mac and Cheese, Onion Rings, Pierogis (3), French Fries",,(724) 573-4111,,,True,,False,,True,,40.58616,-80.475548,,,,,,,,,,,,
True,St. Philip- Ascension Worship Site,Church,"114 Berry St., Pittsburgh, PA",,"Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 7:00 PM","Ash Wednesdays and Fridays of Lent, including Good Friday, 4-7 p.m (3-7 p.m. Good Friday). No phone orders accepted.",,Menu: fish sandwich, fish sandwich dinner, baked fish dinner, jumbo shrimp dinner, seafood dinner, homemade crab cake dinner, macaroni and cheese, grilled cheese, haluski, green beans, homemade soup, desserts, beverages.,Venue is located in Connor Hall of Ascension Church,,,,True,,False,,True,,40.449117,-80.068625
True,Most Holy Name,Church,"1515 Tinsbury Street, Pittsburgh, PA",https://www.mostholynameofjesusparish15212.org/,"Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Mar 8 from 11:30 AM to 7:00 PM, Friday Mar 15 from 11:30 AM to 7:00 PM, Friday Mar 22 from 11:30 AM to 7:00 PM, Friday Mar 29 from 11:30 AM to 7:00 PM",Most Holy Name school hall,,,,412-231-2994,,,,,False,True,True,,40.464242,-79.983391,,,,,,,,,,,,
True,Adamsburg VFD,Fire Department,"495 Edna Rd, Adamsburg, Pennsylvania 15611",https://www.facebook.com/AdamsburgVfd,"Wednesday Mar 6 from 11:00 AM to 1:00 PM, Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 8 from 11:00 AM to 1:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 11:00 AM to 1:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 11:00 AM to 1:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 11:00 AM to 1:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 11:00 AM to 1:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 11:00 AM to 1:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 11:00 AM to 1:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM",Data is from 2018. Call or check their Facebook page to check for 2019. /Joint Fish Fry with the High Park Volunteer Fire Department.,,Info is from 2018. Visit their Facebook page or call to verify for 2019 and check for a complete menu.,, (724) 527-6250,Chief@Adamsburgpafire.org,,,False,True,,True,,40.307082,-79.655381,,,,,,,,,,,,
True,St. Mary Orthodox Church,Church,"105 S. 19th St. Pittsburgh, PA 15203",,"Friday Mar 1 from 11:00 AM to 7:00 PM, Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:30 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",FRIDAYS - March 8 through April 19 11am to 7pm,,"Fish Sandwich and Fries  6, Shrimp and Fries  7, Baked Fish  5, Fried Fish  5, 1 Crab Cake  5, 4 Shrimp  6, Greek Salad  4, 3 Pierogi  3, Halushki  3, Macaroni and Cheese  3, Fries  1, Cole Slaw  1, Green Beans  1, Applesauce  1, Bun  1, Dozen Frozen Pierogi  8, Soft Drink or Bottled Water  1",,412-431-6428,,True,,False,True,,True,,40.42808,-79.978952,,,,,,,,,,,,
True,S&D Polish Deli,Restaurant,"2204 Penn Avenue, Pittsburgh, Pennsylvania 15222, United States",http://sdpolishdeli.com/sdpolishdeli/,,,https://www.facebook.com/sdpolishdelipittsburgh/photos/rpp.544254162312994/1801789979892733/?type=3&theater,"All platters come with coleslaw and haluszki or 3 pierogi or mac 'n cheese
Baked Fish Platter - $12
Fried Fish Platter - $12
Meatless Stuffed Cabbage Platter - $12
Potato Pancake Platter - $12

A la carte
Fried Fish Sandwich - $8
Mushroom Stuffed Cabbage - $4
4 Pierogi - $5
12 Pierogi - $11
Haluszki - $6 Large, $3 Small
Mac 'n Cheese - $5 Large, $3 Small
2 Potato Pancakes - $5
Coleslaw - $5 large, $3 small
Soup of the Day - $4
Dessert of the Day - $5
",Limited street parking available,412-281-2906,,True,True,False,True,True,True,,40.452261,-79.981878,,,,,,,,,,,,
True,St. Alphonsus (Wexford),Church,"201 Church St. Wexford, Pa. 15090",http://saintalphonsuswexford.org/home/fish-fry/,"Wednesday Mar 6 from 4:30 PM to 7:30 PM, Friday Mar 8 from 4:30 PM to 7:30 PM, Friday Mar 15 from 4:30 PM to 7:30 PM, Friday Mar 22 from 4:30 PM to 7:30 PM, Friday Mar 29 from 4:30 PM to 7:30 PM, Friday Apr 5 from 4:30 PM to 7:30 PM, Friday Apr 12 from 4:30 PM to 7:30 PM, Friday Apr 19 from 3:30 PM to 7:30 PM","Takeout offered; call 412-585-3915. For information, call 724-935-1151, visit www.SaintAlphonsusWexford.org/fish-fry or e-mail fishfry@SaintAlphonsusWexford.org. Proceeds benefit parish and Blessed Francis Seelos Academy. Was voted ""Ultimate Pittsburgh Fish Fry"" by the Incline in 2017.//Ash Wednesday (March 6) -- Takeout only from 4:30 p.m. to 7:30 p.m. The brown-bag dinner includes a fish sandwich, macaroni and cheese and coleslaw. The price is $8.50.//For takeout, order online at fish-fry.org/You can order & pay online between noon and 6:45 p.m. on Fridays./You also can order takeout by calling 412-585-3915 or 412-585-3578/between 2 p.m. and 6:45 p.m. on Fridays.///// ",http://saintalphonsuswexford.org/home/fish-fry/,"Ash Wednesday brown-bag dinner includes fried fish sandwich, macaroni and cheese and cole slaw for $8.50. Lenten Fridays menu: entrees, breaded fried fish; baked fish; breaded fried shrimp; baked or fried fish sandwich; Dinners come with the following: macaroni and cheese, french fries or baked potato; cole slaw or applesauce; New England clam chowder or tomato Florentine soup (not included in kids meal); beverage and bread (not included in takeout meals). Items also available a la carte. Costs: $11 adults, $3 child, $6.50 sandwiches. ",Served in the school cafeteria.,724-759-8659,N/A,,True,,False,,True,,40.627681,-80.057339,,,,,,,,,,,,
True,Holy Apostles Parish St. Albert the Great,Church,"3198 Schieck St, Pittsburgh, Pennsylvania 15227, United States",http://catholiccommunityofsouthpgh.org/,"Wednesday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM","Ash Wednesday and Fridays of Lent, including Good Friday, 11 a.m.-7 p.m./Takeout offered, and credit cards welcome, call 412-440-0221.",,"Menu and prices: Panko- and herb-breaded fried cod fish sandwich, $6 (with or without bun); orange juice and herb-baked cod, $6 (gluten free available); breaded shrimp (8), $6; Maryland crab cakes (2), $6; potato pierogies (6), $6; tuna salad croissant, with lettuce and tomato, $4; slice of cheese pizza, $2; fried provolone wheel with marinara sauce, $4. Sides are $2, and include french fries, cole slaw, haluski, stewed tomatoes, macaroni and cheese, side salad, potato pancakes (2), potato pierogies (2), New England clam chowder, soup of day and more. Also, fresh-made doughnuts, 75 cents each/$4 half dozen/$8 dozen. ",,412-440-0221,,True,True,True,True,True,True,,40.387001,-79.963388,,,,,,,,,,,,
True,Mandy's Pizza of Westview,Unsure / N/A,"512 Perry Highway, Pittsburgh, Pennsylvania 15229, United States",https://www.facebook.com/mandyspizza/,"Wednesday Mar 6 from 11:00 AM to 9:00 PM, Friday Mar 8 from 11:00 AM to 9:00 PM, Friday Mar 15 from 11:00 AM to 9:00 PM, Friday Mar 22 from 11:00 AM to 9:00 PM, Friday Mar 29 from 11:00 AM to 9:00 PM, Friday Apr 5 from 11:00 AM to 9:00 PM, Friday Apr 12 from 11:00 AM to 9:00 PM, Friday Apr 19 from 11:00 AM to 9:00 PM",,,"It's Gluten Free Fishy In Here!

It's that time of year again....Lent!!!!
Mandy's Pizza will again be serving it's famous homemade battered gluten free fish platter.
Each platter comes with a healthy portion of Homemade battered cod, along with fresh cut fries and a side of homemade coleslaw.
Before you ask...no it's not a fish hoagie. Why? This piece of fish is too thick to fit on one of our gluten free rolls.
THIS WILL ONLY BE AVAILABLE ON ASH WEDNESDAY, AND EACH FRIDAY DURING LENT.
SUPPLIES ARE LIMITED AND WHEN ITS GONE ITS GONE.",,(412) 931-1120,,,True,,True,,True,,40.521955,-80.03397,,,,,,,,,,,,
False,"St. John the Baptist, Plum",Church,"444 St John St, Plum, PA 15239",http://www.stjohnthebaptistparish.net/,"Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM",,,,In school cafeteria.,412-793-0555,,True,,,,,False,262,40.502991,-79.743988,,,,,,,,,,,,
True,PJ's Deli,Restaurant,"Bower Hill at McLaughlin Run, Bridgeville, PA",,"Wednesday Mar 6 from 3:00 PM to 7:00 PM, Friday Mar 8 from 3:00 PM to 7:00 PM, Friday Mar 15 from 3:00 PM to 7:00 PM, Friday Mar 22 from 3:00 PM to 7:00 PM, Friday Mar 29 from 3:00 PM to 7:00 PM, Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 7:00 PM",,http://www.pjbakery.com/fishfry.html,,,412-257-4944,,True,True,,,,True,,40.35834,-80.105278,,,,,,,,,,,,
False,St. Robert Bellarmine,Church,"1313 Fifth Avenue, North Versailles, Pennsylvania 15137, United States",,,Sponsored by parish's Men's Club.,,"Menu: fish dinner, $10, includes choice of baked or fried fish, shrimp or crab cake; choice of one side (french fries, pierogies, haluski), cole slaw or applesauce and dinner roll (sandwich bun available for additional 50 cents); children's fish dinner, $5.50 (smaller portion of adult fish dinner); fish sandwich, $8; grilled cheese sandwich, $1. Side dish menu, $2 each: fresh-cut french fries; pierogies; haluski. Hushpuppies, three for $1. Also featuring desserts and ice cream, with free ice cream for children 12 and under. ",,,,,True,,False,True,False,,40.378566,-79.812754,,,,,,,,,,,,
True,Rural Ridge Fire ,Fire Department,"135 Little Deer Creek Road, Rural Ridge, PA 15075",https://www.facebook.com/Rural-Ridge-Volunteer-Fire-Co-156352784403369/,"Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 7:00 PM, Friday Mar 8 from 3:00 PM to 7:00 PM, Friday Mar 15 from 3:00 PM to 7:00 PM, Friday Mar 22 from 3:00 PM to 7:00 PM, Friday Mar 29 from 3:00 PM to 7:00 PM",3-7 pm every Friday during Lent,https://www.facebook.com/156352784403369/photos/a.1194857287219575/3593259434046003/?type=3&theater,,,724-265-4000,,False,,,False,,True,,40.58562,-79.82866,,,,,,,,,,,,
True,Hiller Volunteer Fire Company,Fire Department,"911 1st Street, Hiller, Pennsylvania 15444, United States",https://www.facebook.com/hillervfc/,"Wednesday Mar 6 from 11:00 AM to 8:00 PM, Friday Mar 8 from 11:00 AM to 8:00 PM, Friday Mar 15 from 11:00 AM to 8:00 PM, Friday Mar 22 from 11:00 AM to 8:00 PM, Friday Mar 29 from 11:00 AM to 8:00 PM, Friday Apr 5 from 11:00 AM to 8:00 PM, Friday Apr 12 from 11:00 AM to 8:00 PM, Friday Apr 19 from 11:00 AM to 8:00 PM",Ash Wednesday and every Friday of Lent 11am-8pm including Good Friday,https://www.facebook.com/hillervfc/photos/a.715414998470320/2355937571084713/?type=3&theater,,,(724) 785-9793,,,True,,True,,True,,40.010286,-79.902608,,,,,,,,,,,,
True,Knights of Columbus,Community Organization,"170 Clarksville Street, Greenville, Pennsylvania 16125, United States",https://www.facebook.com/pages/Knights-of-Columbus/115518241810803,"Friday Mar 8 from 4:30 PM to 7:00 PM, Friday Mar 15 from 4:30 PM to 7:00 PM, Friday Mar 22 from 4:30 PM to 7:00 PM, Friday Mar 29 from 4:30 PM to 7:00 PM, Friday Apr 5 from 4:30 PM to 7:00 PM, Friday Apr 12 from 4:30 PM to 7:00 PM, Friday Apr 19 from 4:30 PM to 7:00 PM",,,"Baked or fried fish $10 adult, $7 children 12 and under. Includes sides and desserts. Extra items $3/plate. Takeouts available call 724-588-9911.",,,(724) 588-9911,,,True,,False,,True,,41.393442,-80.394936,,,,,,,,,,,
True,St. Anthony Church,Church,"112 Bridge Street, Tionesta, Pennsylvania 16353, United States",,,When: Fridays in Lent. ,,"Cost: $10.00 or $11.00
Menu:
Fried or baked fish
Choice of baked potato, Mac. & cheese or French fries
Assorted cakes
Cole slaw or applesauce
Beverages
",St. Anthony social hall, (814) 755-4321,,,,,,,True,,41.493547,-79.457597,,,,,,,,,,,,
True,American Legion Post 712,Community Organization,"650 Old Clairton Road, Pleasant Hills, Pennsylvania 15236, United States",http://www.alpost712pa.org/,,Check website or the legion's Facebook page (Americanlegion Postsevenonetwo) for more up-to-date details.,,,ATM and free Wi-Fi available. ,(412) 653-1555,,,,,,,True,,40.324625,-79.958014,,,,,,,,,,,,
